epoch,lr-Adam,step,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.003,0,,,,,,
0,,49,14.181995391845703,,,,,
0,,99,10.002629280090332,,,,,
0,,149,8.616537094116211,,,,,
0,,199,9.669472694396973,,,,,
0,,249,9.033331871032715,,,,,
0,,299,9.555012702941895,,,,,
0,,349,8.51736068725586,,,,,
0,,399,8.640437126159668,,,,,
0,,449,10.231849670410156,,,,,
0,,499,10.936387062072754,,,,,
0,,549,9.380005836486816,,,,,
0,,599,11.374796867370605,,,,,
0,,649,6.906576633453369,,,,,
0,,699,9.867598533630371,,,,,
0,,749,9.116211891174316,,,,,
0,,799,8.175816535949707,,,,,
0,,849,8.916930198669434,,,,,
0,,899,9.49636173248291,,,,,
0,,949,9.137784004211426,,,,,
0,,999,9.552865028381348,,,,,
0,,1049,8.729315757751465,,,,,
0,,1099,11.016735076904297,,,,,
0,,1149,10.404858589172363,,,,,
0,,1199,7.5336594581604,,,,,
0,,1249,7.875082492828369,,,,,
0,,1299,8.382335662841797,,,,,
0,,1349,9.857163429260254,,,,,
0,,1399,10.346805572509766,,,,,
0,,1449,10.29638385772705,,,,,
0,,1499,10.04615306854248,,,,,
0,,1549,10.105409622192383,,,,,
0,,1599,10.737934112548828,,,,,
0,,1649,9.799775123596191,,,,,
0,,1699,10.98068904876709,,,,,
0,,1749,8.11181354522705,,,,,
0,,1799,10.617873191833496,,,,,
0,,1849,8.280292510986328,,,,,
0,,1899,10.486613273620605,,,,,
0,,1949,9.167165756225586,,,,,
0,,1999,10.822747230529785,,,,,
0,,2049,7.951366424560547,,,,,
0,,2099,9.342930793762207,,,,,
0,,2149,8.447611808776855,,,,,
0,,2199,5.32696533203125,,,,,
0,,2249,7.808350086212158,,,,,
0,,2299,12.119746208190918,,,,,
0,,2349,9.70529556274414,,,,,
0,,2399,9.170555114746094,,,,,
0,,2449,7.773288726806641,,,,,
0,,2499,9.362507820129395,,,,,
0,,2549,8.59162425994873,,,,,
0,,2599,9.244427680969238,,,,,
0,,2599,,10.617859840393066,0.07902271300554276,16.348798751831055,0.07820344716310501,8.849387168884277
0,,2649,9.577609062194824,,,,,
0,,2699,10.16421890258789,,,,,
0,,2749,9.115171432495117,,,,,
0,,2799,8.02737808227539,,,,,
0,,2849,8.20242977142334,,,,,
0,,2899,9.994487762451172,,,,,
0,,2949,12.23250675201416,,,,,
0,,2999,6.661197185516357,,,,,
0,,3049,6.702159404754639,,,,,
0,,3099,11.961344718933105,,,,,
0,,3149,11.742905616760254,,,,,
0,,3199,6.6410231590271,,,,,
0,,3249,11.28747272491455,,,,,
0,,3299,7.116136074066162,,,,,
0,,3349,6.831900119781494,,,,,
0,,3399,7.004589080810547,,,,,
0,,3449,10.996079444885254,,,,,
0,,3499,12.517003059387207,,,,,
0,,3549,7.956700801849365,,,,,
0,,3599,7.108060359954834,,,,,
0,,3649,10.139419555664062,,,,,
0,,3699,8.466535568237305,,,,,
0,,3749,9.634440422058105,,,,,
0,,3799,9.477707862854004,,,,,
0,,3849,10.648392677307129,,,,,
0,,3899,8.856846809387207,,,,,
0,,3949,9.14625072479248,,,,,
0,,3999,7.8975830078125,,,,,
0,,4049,9.10607624053955,,,,,
0,,4099,12.0584716796875,,,,,
0,,4149,12.981903076171875,,,,,
0,,4199,8.747336387634277,,,,,
0,,4249,6.993556499481201,,,,,
0,,4299,7.43311071395874,,,,,
0,,4349,7.463855743408203,,,,,
0,,4399,8.89511489868164,,,,,
0,,4449,8.619140625,,,,,
0,,4499,8.117119789123535,,,,,
0,,4549,8.424308776855469,,,,,
0,,4599,7.883695602416992,,,,,
0,,4649,7.988549709320068,,,,,
0,,4699,11.573163032531738,,,,,
0,,4749,9.499764442443848,,,,,
0,,4799,7.027414798736572,,,,,
0,,4849,7.770021915435791,,,,,
0,,4899,9.612950325012207,,,,,
0,,4949,7.414762020111084,,,,,
0,,4999,8.651126861572266,,,,,
0,,5049,7.403224945068359,,,,,
0,,5099,6.879673480987549,,,,,
0,,5149,8.183046340942383,,,,,
0,,5199,10.550124168395996,,,,,
0,,5199,,10.387989044189453,0.07545773684978485,16.66105079650879,0.07646852731704712,8.6513671875
0,,5249,7.065062999725342,,,,,
0,,5299,6.5833001136779785,,,,,
0,,5349,10.795367240905762,,,,,
0,,5399,11.498162269592285,,,,,
0,,5449,10.346571922302246,,,,,
0,,5499,9.096802711486816,,,,,
0,,5549,8.045207023620605,,,,,
0,,5599,9.846234321594238,,,,,
0,,5649,7.202273845672607,,,,,
0,,5699,8.2099609375,,,,,
0,,5749,8.584906578063965,,,,,
0,,5799,11.57522964477539,,,,,
0,,5849,7.413877964019775,,,,,
0,,5899,8.537672996520996,,,,,
0,,5949,10.786872863769531,,,,,
0,,5999,7.813614368438721,,,,,
0,,6049,8.845906257629395,,,,,
0,,6099,8.035961151123047,,,,,
