epoch,lr-Adam,step,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.003,0,,,,,,
0,,49,13.452340126037598,,,,,
0,,99,12.859699249267578,,,,,
0,,149,11.790860176086426,,,,,
0,,199,7.913968563079834,,,,,
0,,249,10.029915809631348,,,,,
0,,299,10.303627967834473,,,,,
0,,349,8.096362113952637,,,,,
0,,399,9.45071792602539,,,,,
0,,449,8.108721733093262,,,,,
0,,499,10.500582695007324,,,,,
0,,549,7.511631011962891,,,,,
0,,599,9.489072799682617,,,,,
0,,649,10.926277160644531,,,,,
0,,699,9.460376739501953,,,,,
0,,749,9.280730247497559,,,,,
0,,799,9.055983543395996,,,,,
0,,849,9.044472694396973,,,,,
0,,899,8.644490242004395,,,,,
0,,949,7.0599846839904785,,,,,
0,,999,9.27569580078125,,,,,
0,,1049,9.413800239562988,,,,,
0,,1099,7.586589813232422,,,,,
0,,1149,8.888819694519043,,,,,
0,,1199,9.33800983428955,,,,,
0,,1249,7.9784722328186035,,,,,
0,,1299,8.718055725097656,,,,,
0,,1349,10.930882453918457,,,,,
0,,1399,9.130173683166504,,,,,
0,,1449,8.84119701385498,,,,,
0,,1499,7.673355579376221,,,,,
0,,1549,11.057705879211426,,,,,
0,,1599,9.77344036102295,,,,,
0,,1649,7.60331916809082,,,,,
0,,1699,7.609276294708252,,,,,
0,,1749,6.877068996429443,,,,,
0,,1799,8.23302936553955,,,,,
0,,1849,7.127679347991943,,,,,
0,,1899,7.925302982330322,,,,,
0,,1949,9.567448616027832,,,,,
0,,1999,8.514025688171387,,,,,
0,,2049,9.709311485290527,,,,,
0,,2099,9.530196189880371,,,,,
0,,2149,12.115595817565918,,,,,
0,,2199,7.312241077423096,,,,,
0,,2249,9.63129711151123,,,,,
0,,2299,10.065730094909668,,,,,
0,,2349,8.684547424316406,,,,,
0,,2399,9.31344985961914,,,,,
0,,2449,5.921149730682373,,,,,
0,,2499,8.811786651611328,,,,,
0,,2549,11.684521675109863,,,,,
0,,2599,7.668980121612549,,,,,
0,,2599,,10.586312294006348,0.07781890034675598,16.62295913696289,0.07812480628490448,8.826883316040039
0,,2649,8.03684139251709,,,,,
0,,2699,8.536505699157715,,,,,
0,,2749,7.387258052825928,,,,,
0,,2799,7.983382701873779,,,,,
0,,2849,8.364059448242188,,,,,
0,,2899,8.861080169677734,,,,,
0,,2949,10.376954078674316,,,,,
0,,2999,8.614747047424316,,,,,
0,,3049,7.224440097808838,,,,,
0,,3099,8.203093528747559,,,,,
0,,3149,7.608634948730469,,,,,
0,,3199,8.158217430114746,,,,,
0,,3249,8.637646675109863,,,,,
0,,3299,7.72218656539917,,,,,
0,,3349,8.97214126586914,,,,,
0,,3399,10.111655235290527,,,,,
0,,3449,10.593989372253418,,,,,
0,,3499,8.192322731018066,,,,,
0,,3549,7.124619007110596,,,,,
0,,3599,7.741588592529297,,,,,
0,,3649,9.005910873413086,,,,,
0,,3699,10.665827751159668,,,,,
0,,3749,7.401782512664795,,,,,
0,,3799,6.743343353271484,,,,,
0,,3849,5.781519412994385,,,,,
0,,3899,8.286641120910645,,,,,
0,,3949,6.6840949058532715,,,,,
0,,3999,7.7239532470703125,,,,,
0,,4049,12.2261323928833,,,,,
0,,4099,7.9568634033203125,,,,,
0,,4149,9.625767707824707,,,,,
0,,4199,10.091852188110352,,,,,
0,,4249,12.216137886047363,,,,,
0,,4299,7.580190181732178,,,,,
0,,4349,7.094623565673828,,,,,
0,,4399,8.090714454650879,,,,,
0,,4449,10.090401649475098,,,,,
0,,4499,8.223982810974121,,,,,
0,,4549,7.830663204193115,,,,,
0,,4599,9.866415977478027,,,,,
0,,4649,10.500262260437012,,,,,
0,,4699,8.969858169555664,,,,,
0,,4749,4.807631015777588,,,,,
0,,4799,11.324625968933105,,,,,
0,,4849,9.111666679382324,,,,,
0,,4899,9.589141845703125,,,,,
0,,4949,10.594259262084961,,,,,
0,,4999,6.710752964019775,,,,,
0,,5049,7.997622966766357,,,,,
0,,5099,11.783041954040527,,,,,
0,,5149,10.371075630187988,,,,,
0,,5199,6.298933029174805,,,,,
0,,5199,,10.332792282104492,0.07561399042606354,16.439395904541016,0.07631848752498627,8.6509428024292
0,,5249,5.9009623527526855,,,,,
0,,5299,7.971769332885742,,,,,
0,,5349,8.470857620239258,,,,,
0,,5399,11.314704895019531,,,,,
0,,5449,8.808540344238281,,,,,
0,,5499,5.926647186279297,,,,,
0,,5549,7.831664562225342,,,,,
